Numéro;Client;Date;Total HT;Total TTC;Acompte TTC;TTC origine;Mt acompte;MT Réglé;MT Perte;Reste dû;Comptabilisée;Acompte HT;TVA / Acompte
F 20151108;LAA01 - LES AUTOMATISMES APPLIQUES;30/11/2015;1374;1648,8;0;;0;0;0;1648,8;Non;0;0
F 20151202;ESSEN01 - ESSENTIEL SERVICES;11/12/2015;140;168;0;;0;0;0;168;Non;0;0
A 20151203;GONZ01 - Dr Jean-Charles GONZALVEZ;16/12/2015;-2440;-2928;0;;0;0;0;-2928;Non;0;0
F 20151204;LAA01 - LES AUTOMATISMES APPLIQUES;31/12/2015;4200;5040;0;;0;0;0;5040;Non;0;0
F 20151205;IN4001 - INQUARTO Consulting;31/12/2015;5889,3;7067,16;0;;0;0;0;7067,16;Non;0;0
F 20151206;MAS01 - EURL PIERRE MASSA;31/12/2015;750;900;0;;0;0;0;900;Non;0;0
F 20151207;ESSEN01 - ESSENTIEL SERVICES;31/12/2015;60;72;0;;0;0;0;72;Non;0;0
F 20151208;ALLIAN01 - ALLIANTZ;31/12/2015;2000;2400;0;;0;2400;0;0;Non;0;0
F 20151209;LEO01 - LEONARD ARCHITECTURE;31/12/2015;160;192;0;;0;192;0;0;Non;0;0
F 20151210;PROV01 - LA PROVENCALE SA;31/12/2015;200;240;0;;0;0;0;240;Non;0;0
F 20160101;SEXT01 - SEXTANT CONSULTING;31/01/2016;1000;1200;0;;0;1200;0;0;Non;0;0
F 20160102;PROV01 - LA PROVENCALE SA;31/01/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160103;IN4001 - INQUARTO Consulting;31/01/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20160104;LEO01 - LEONARD ARCHITECTURE;31/01/2016;160;192;0;;0;192;0;0;Non;0;0
F 20160105;PETRAS01 - PETRAS SAS;31/01/2016;750;900;0;;0;900;0;0;Non;0;0
F 20160201;PROV01 - LA PROVENCALE SA;01/02/2016;750;900;0;;0;900;0;0;Non;0;0
F 20160202;PROV01 - LA PROVENCALE SA;01/02/2016;1875;2250;0;;0;2250;0;0;Non;0;0
F 20160203;ESSEN01 - ESSENTIEL SERVICES;23/02/2016;900;1080;0;;0;0;0;1080;Non;0;0
F 20160204;LEO01 - LEONARD ARCHITECTURE;29/02/2016;160;192;0;;0;192;0;0;Non;0;0
F 20160205;IN4001 - INQUARTO Consulting;29/02/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20160206;PROV01 - LA PROVENCALE SA;29/02/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160301;PETRAS01 - PETRAS SAS;29/03/2016;750;900;0;;0;900;0;0;Non;0;0
F 20160302;LAA01 - LES AUTOMATISMES APPLIQUES;29/03/2016;2000;2400;0;;0;2400;0;0;Non;0;0
F 20160303;LAA01 - LES AUTOMATISMES APPLIQUES;29/03/2016;700;840;0;;0;840;0;0;Non;0;0
F 20160304;SEXT01 - SEXTANT CONSULTING;29/03/2016;2250;2700;0;;0;2700;0;0;Non;0;0
F 20160305;LEO01 - LEONARD ARCHITECTURE;29/03/2016;180;216;0;;0;216;0;0;Non;0;0
F 20160306;IN4001 - INQUARTO Consulting;31/03/2016;2459,3;2951,16;0;;0;2951,16;0;0;Non;0;0
F 20160307;PROV01 - LA PROVENCALE SA;31/03/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160401;IN4001 - INQUARTO Consulting;30/04/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20160402;PROV01 - LA PROVENCALE SA;30/04/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160403;LEO01 - LEONARD ARCHITECTURE;30/04/2016;180;216;0;;0;216;0;0;Non;0;0
F 20160501;AIX01 - AIXAGON;27/05/2016;750;900;0;;0;900;0;0;Non;0;0
F 20160502;AIX01 - AIXAGON;27/05/2016;225;270;0;;0;270;0;0;Non;0;0
F 20160503;AIX01 - AIXAGON;27/05/2016;300;360;0;;0;360;0;0;Non;0;0
F 20160505;LEO01 - LEONARD ARCHITECTURE;30/05/2016;180;216;0;;0;216;0;0;Non;0;0
F 20160504;PROV01 - LA PROVENCALE SA;31/05/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160506;IN4001 - INQUARTO Consulting;31/05/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20160601;PROV01 - LA PROVENCALE SA;30/06/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160602;LEO01 - LEONARD ARCHITECTURE;30/06/2016;180;216;0;;0;216;0;0;Non;0;0
F 20160603;IN4001 - INQUARTO Consulting;30/06/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20160604;IN4001 - INQUARTO Consulting;30/06/2016;6000;7200;0;;0;7200;0;0;Non;0;0
F 20160605;LAA01 - LES AUTOMATISMES APPLIQUES;30/06/2016;2340;2808;0;;0;2808;0;0;Non;0;0
F 20160606;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;30/06/2016;1500;1500;0;;0;1500;0;0;Non;0;0
F 20160607;LAA01 - LES AUTOMATISMES APPLIQUES;30/06/2016;2100;2520;0;;0;2520;0;0;Non;0;0
F 20160608;LAA01 - LES AUTOMATISMES APPLIQUES;30/06/2016;700;840;0;;0;840;0;0;Non;0;0
F 20160609;LAA01 - LES AUTOMATISMES APPLIQUES;30/06/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160610;ARTI01 - ART INFORMATIQUE;30/06/2016;750;900;0;;0;900;0;0;Non;0;0
F 20160611;ALLIAN01 - ALLIANTZ;30/06/2016;607,5;729;0;;0;729;0;0;Non;0;0
F 20160612;PETRAS01 - PETRAS SAS;30/06/2016;1500;1800;0;;0;1800;0;0;Non;0;0
F 20160613;PETRAS01 - PETRAS SAS;30/06/2016;1000;1200;0;;0;1200;0;0;Non;0;0
F 20160701;PROV01 - LA PROVENCALE SA;02/07/2016;5250;6300;0;;0;6300;0;0;Non;0;0
F 20160702;PROV01 - LA PROVENCALE SA;02/07/2016;750;900;0;;0;900;0;0;Non;0;0
F 20160703;PROV01 - LA PROVENCALE SA;02/07/2016;750;900;0;;0;900;0;0;Non;0;0
F 20160704;LAA01 - LES AUTOMATISMES APPLIQUES;20/07/2016;600;720;0;;0;720;0;0;Non;0;0
F 20160705;LAA01 - LES AUTOMATISMES APPLIQUES;20/07/2016;1500;1800;0;;0;1800;0;0;Non;0;0
F 20160706;LAA01 - LES AUTOMATISMES APPLIQUES;20/07/2016;700;840;0;;0;840;0;0;Non;0;0
F 20160707;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;20/07/2016;1500;1500;0;;0;1500;0;0;Non;0;0
F 20160708;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;20/07/2016;3000;3000;0;;0;3000;0;0;Non;0;0
A 20160714;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;20/07/2016;-1500;-1500;0;;0;0;0;-1500;Non;0;0
A 20160709;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;29/07/2016;-1500;-1500;0;;0;0;0;-1500;Non;0;0
F 20160710;IN4001 - INQUARTO Consulting;29/07/2016;400;480;0;;0;480;0;0;Non;0;0
F 20160711;IN4001 - INQUARTO Consulting;29/07/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20160712;LEO01 - LEONARD ARCHITECTURE;29/07/2016;180;216;0;;0;0;0;216;Non;0;0
F 20160713;PROV01 - LA PROVENCALE SA;29/07/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160801;PROV01 - LA PROVENCALE SA;31/08/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160802;IN4001 - INQUARTO Consulting;31/08/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20160901;PROV01 - LA PROVENCALE SA;30/09/2016;200;240;0;;0;240;0;0;Non;0;0
F 20160902;IN4001 - INQUARTO Consulting;30/09/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20161001;PROV01 - LA PROVENCALE SA;31/10/2016;200;240;0;;0;240;0;0;Non;0;0
F 20161002;IN4001 - INQUARTO Consulting;31/10/2016;1969,3;2363,16;0;;0;2363,16;0;0;Non;0;0
F 20161003;LEO01 - LEONARD ARCHITECTURE;31/10/2016;540;648;0;;0;648;0;0;Non;0;0
F 20161101;LEO01 - LEONARD ARCHITECTURE;30/11/2016;180;216;0;;0;216;0;0;Non;0;0
F 20161102;IN4001 - INQUARTO Consulting;30/11/2016;1669,3;2003,16;0;;0;2003,16;0;0;Non;0;0
F 20161103;PROV01 - LA PROVENCALE SA;30/11/2016;200;240;0;;0;240;0;0;Non;0;0
F 20161201;PROV01 - LA PROVENCALE SA;14/12/2016;5500;6600;0;;0;6600;0;0;Non;0;0
F 20161202;PROV01 - LA PROVENCALE SA;14/12/2016;6500;7800;0;;0;7800;0;0;Non;0;0
F 20161203;LEO01 - LEONARD ARCHITECTURE;30/12/2016;180;216;0;;0;216;0;0;Non;0;0
F 20161204;IN4001 - INQUARTO Consulting;30/12/2016;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20161205;PROV01 - LA PROVENCALE SA;30/12/2016;200;240;0;;0;240;0;0;Non;0;0
F 20161206;ALLIAN01 - ALLIANTZ;30/12/2016;540;648;0;;0;648;0;0;Non;0;0
F 20161207;ESSEN01 - ESSENTIEL SERVICES;30/12/2016;750;900;0;;0;900;0;0;Non;0;0
F 20161208;ARTI01 - ART INFORMATIQUE;30/12/2016;750;900;0;;0;900;0;0;Non;0;0
F 20161209;SEXT01 - SEXTANT CONSULTING;30/12/2016;3260;3912;0;;0;3912;0;0;Non;0;0
F 20161210;OPT01 - OPTIMA CONCEPT;31/12/2016;800;960;0;;0;960;0;0;Non;0;0
F 20161211;SEXT01 - SEXTANT CONSULTING;31/12/2016;600;720;0;;0;720;0;0;Non;0;0
F 20170101;ARTI01 - ART INFORMATIQUE;05/01/2017;240;288;0;;0;288;0;0;Non;0;0
F 20170102;ARTI01 - ART INFORMATIQUE;17/01/2017;1200;1440;0;;0;1440;0;0;Non;0;0
F 20170103;SEXT01 - SEXTANT CONSULTING;17/01/2017;600;720;0;;0;720;0;0;Non;0;0
F 20170104;SEXT01 - SEXTANT CONSULTING;17/01/2017;1060;1272;0;;0;1272;0;0;Non;0;0
F 20170105;LEO01 - LEONARD ARCHITECTURE;31/01/2017;180;216;0;;0;216;0;0;Non;0;0
F 20170106;PROV01 - LA PROVENCALE SA;31/01/2017;200;240;0;;0;240;0;0;Non;0;0
F 20170107;IN4001 - INQUARTO Consulting;31/01/2017;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20170108;OPT01 - OPTIMA CONCEPT;31/01/2017;500;600;0;;0;600;0;0;Non;0;0
F 20170109;ALLIAN01 - ALLIANTZ;31/01/2017;100;120;0;;0;120;0;0;Non;0;0
F 20170201;ESSEN01 - ESSENTIEL SERVICES;25/02/2017;490;588;0;;0;588;0;0;Non;0;0
F 20170204;LEO01 - LEONARD ARCHITECTURE;25/02/2017;180;216;0;;0;216;0;0;Non;0;0
F 20170206;ARTI01 - ART INFORMATIQUE;25/02/2017;600;720;0;;0;720;0;0;Non;0;0
F 20170207;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;25/02/2017;240;240;0;;0;0;0;240;Non;0;0
F 20170209;LAA01 - LES AUTOMATISMES APPLIQUES;25/02/2017;1010;1212;0;;0;1212;0;0;Non;0;0
F 20170210;LAA01 - LES AUTOMATISMES APPLIQUES;25/02/2017;1470;1764;0;;0;1764;0;0;Non;0;0
F 20170211;LAA01 - LES AUTOMATISMES APPLIQUES;25/02/2017;1000;1200;0;;0;1200;0;0;Non;0;0
F 20170212;AIX01 - AIXAGON;25/02/2017;1000;1200;0;;0;1200;0;0;Non;0;0
F 20170202;IN4001 - INQUARTO Consulting;28/02/2017;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20170203;PROV01 - LA PROVENCALE SA;28/02/2017;200;240;0;;0;240;0;0;Non;0;0
F 20170205;OPT01 - OPTIMA CONCEPT;28/02/2017;1060;1272;0;;0;1272;0;0;Non;0;0
F 20170208;ALLIAN01 - ALLIANTZ;28/02/2017;100;120;0;;0;120;0;0;Non;0;0
F 20170213;LAA01 - LES AUTOMATISMES APPLIQUES;28/02/2017;2100;2520;0;;0;2520;0;0;Non;0;0
F 20170214;LEO01 - LEONARD ARCHITECTURE;28/02/2017;350;420;0;;0;420;0;0;Non;0;0
F 20170215;SEXT01 - SEXTANT CONSULTING;28/02/2017;1210;1452;0;;0;1452;0;0;Non;0;0
A 20170301;SEXT01 - SEXTANT CONSULTING;01/03/2017;-1060;-1272;0;;0;0;0;-1272;Non;0;0
F 20170302;IN4001 - INQUARTO Consulting;30/03/2017;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20170303;PROV01 - LA PROVENCALE SA;30/03/2017;200;240;0;;0;240;0;0;Non;0;0
F 20170304;OPT01 - OPTIMA CONCEPT;30/03/2017;500;600;0;;0;600;0;0;Non;0;0
F 20170305;LEO01 - LEONARD ARCHITECTURE;31/03/2017;262,5;315;0;;0;0;0;315;Non;0;0
F 20170306;ALLIAN01 - ALLIANTZ;31/03/2017;150;180;0;;0;0;0;180;Non;0;0
F 20170307;ARTI01 - ART INFORMATIQUE;31/03/2017;260;312;0;;0;312;0;0;Non;0;0
F 20170401;IN4001 - INQUARTO Consulting;30/04/2017;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20170402;PROV01 - LA PROVENCALE SA;30/04/2017;200;240;0;;0;240;0;0;Non;0;0
F 20170403;OPT01 - OPTIMA CONCEPT;30/04/2017;500;600;0;;0;600;0;0;Non;0;0
F 20170404;LEO01 - LEONARD ARCHITECTURE;30/04/2017;262,5;315;0;;0;0;0;315;Non;0;0
F 20170405;ALLIAN01 - ALLIANTZ;30/04/2017;300;360;0;;0;0;0;360;Non;0;0
F 20170406;ARTI01 - ART INFORMATIQUE;30/04/2017;180;216;0;;0;0;0;216;Non;0;0
F 20170501;LEO01 - LEONARD ARCHITECTURE;31/05/2017;262,5;315;0;;0;0;0;315;Non;0;0
F 20170502;IN4001 - INQUARTO Consulting;31/05/2017;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
F 20170503;OPT01 - OPTIMA CONCEPT;31/05/2017;500;600;0;;0;600;0;0;Non;0;0
F 20170504;ALLIAN01 - ALLIANTZ;31/05/2017;224,8;269,76;0;;0;0;0;269,76;Non;0;0
F 20170505;PROV01 - LA PROVENCALE SA;31/05/2017;200;240;0;;0;240;0;0;Non;0;0
F 20170601;LAA01 - LES AUTOMATISMES APPLIQUES;09/06/2017;6282;7538,4;0;;0;7538,4;0;0;Non;0;0
F 20170602;PROV01 - LA PROVENCALE SA;12/06/2017;16900;20280;0;;0;20280;0;0;Non;0;0
F 20170603;LEO01 - LEONARD ARCHITECTURE;30/06/2017;262,5;315;0;;0;315;0;0;Non;0;0
F 20170604;IN4001 - INQUARTO Consulting;30/06/2017;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
F 20170605;PETRAS01 - PETRAS SAS;30/06/2017;1500;1800;0;;0;0;0;1800;Non;0;0
F 20170606;LAA01 - LES AUTOMATISMES APPLIQUES;30/06/2017;480;576;0;;0;0;0;576;Non;0;0
F 20170607;ESSEN01 - ESSENTIEL SERVICES;30/06/2017;370;444;0;;0;0;0;444;Non;0;0
F 20170608;LEO01 - LEONARD ARCHITECTURE;30/06/2017;442,5;531;0;;0;0;0;531;Non;0;0
F 20170609;OPT01 - OPTIMA CONCEPT;30/06/2017;820;984;0;;0;984;0;0;Non;0;0
F 20170610;ALLIAN01 - ALLIANTZ;30/06/2017;100;120;0;;0;0;0;120;Non;0;0
F 20170611;PROV01 - LA PROVENCALE SA;30/06/2017;200;240;0;;0;240;0;0;Non;0;0
F 20170612;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;30/06/2017;240;240;0;;0;0;0;240;Non;0;0
F 20170702;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;04/07/2017;3300;3300;0;;0;0;0;3300;Non;0;0
A 20170703;LEO01 - LEONARD ARCHITECTURE;06/07/2017;-262,5;-315;0;;0;0;0;-315;Non;0;0
F 20170704;IN4001 - INQUARTO Consulting;30/07/2017;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
A 20170701;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;31/07/2017;-1500;-1500;0;;0;0;0;-1500;Non;0;0
F 20170705;APSYS01 - APSYS MIDCAP;31/07/2017;160;192;0;;0;0;0;192;Non;0;0
F 20170706;OPT01 - OPTIMA CONCEPT;31/07/2017;500;600;0;;0;0;0;600;Non;0;0
F 20170707;PROV01 - LA PROVENCALE SA;31/07/2017;200;240;0;;0;240;0;0;Non;0;0
F 20170708;ALLIAN01 - ALLIANTZ;31/07/2017;150;180;0;;0;0;0;180;Non;0;0
F 20170709;LEO01 - LEONARD ARCHITECTURE;31/07/2017;442,5;531;0;;0;531;0;0;Non;0;0
F 20170801;APSYS01 - APSYS MIDCAP;22/08/2017;640;768;0;;0;0;0;768;Non;0;0
F 20170802;IN4001 - INQUARTO Consulting;31/08/2017;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
F 20170803;OPT01 - OPTIMA CONCEPT;31/08/2017;900;1080;0;;0;0;0;1080;Non;0;0
F 20170804;PROV01 - LA PROVENCALE SA;31/08/2017;200;240;0;;0;240;0;0;Non;0;0
F 20170805;ALLIAN01 - ALLIANTZ;31/08/2017;150;180;0;;0;0;0;180;Non;0;0
F 20170806;LEO01 - LEONARD ARCHITECTURE;31/08/2017;262,5;315;0;;0;315;0;0;Non;0;0
F 20170901;IN4001 - INQUARTO Consulting;30/09/2017;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
F 20170902;SEXT01 - SEXTANT CONSULTING;30/09/2017;360;432;0;;0;432;0;0;Non;0;0
F 20170903;ARTI01 - ART INFORMATIQUE;30/09/2017;520;624;0;;0;0;0;624;Non;0;0
F 20170904;OPT01 - OPTIMA CONCEPT;30/09/2017;500;600;0;;0;0;0;600;Non;0;0
F 20170905;PROV01 - LA PROVENCALE SA;30/09/2017;400;480;0;;0;480;0;0;Non;0;0
F 20170906;ALLIAN01 - ALLIANTZ;30/09/2017;150;180;0;;0;0;0;180;Non;0;0
F 20170907;LEO01 - LEONARD ARCHITECTURE;30/09/2017;262,5;315;0;;0;315;0;0;Non;0;0
F 20171001;PETRAS01 - PETRAS SAS;05/10/2017;5250;6300;0;;0;0;0;6300;Non;0;0
F 20171002;OPT01 - OPTIMA CONCEPT;31/10/2017;500;600;0;;0;0;0;600;Non;0;0
F 20171003;IN4001 - INQUARTO Consulting;31/10/2017;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
F 20171004;PROV01 - LA PROVENCALE SA;31/10/2017;400;480;0;;0;480;0;0;Non;0;0
F 20171005;TOUZ01 - GARAGE TOUZEAU;31/10/2017;1440;1728;0;;0;0;0;1728;Non;0;0
F 20171006;ALLIAN01 - ALLIANTZ;31/10/2017;200;240;0;;0;0;0;240;Non;0;0
F 20171007;LEO01 - LEONARD ARCHITECTURE;31/10/2017;262,5;315;0;;0;315;0;0;Non;0;0
F 20171101;ARTI01 - ART INFORMATIQUE;22/11/2017;1200;1440;0;;0;0;0;1440;Non;0;0
F 20171102;ECO01 - ECONOCOM;22/11/2017;1500;1800;0;;0;0;0;1800;Non;0;0
F 20171103;PROV01 - LA PROVENCALE SA;30/11/2017;400;480;0;;0;0;0;480;Non;0;0
F 20171104;IN4001 - INQUARTO Consulting;30/11/2017;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
F 20171105;LEO01 - LEONARD ARCHITECTURE;30/11/2017;262,5;315;0;;0;315;0;0;Non;0;0
A 20171201;OPT01 - OPTIMA CONCEPT;29/12/2017;-500;-600;0;;0;0;0;-600;Non;0;0
A 20171202;OPT01 - OPTIMA CONCEPT;29/12/2017;-900;-1080;0;;0;0;0;-1080;Non;0;0
A 20171203;OPT01 - OPTIMA CONCEPT;29/12/2017;-500;-600;0;;0;0;0;-600;Non;0;0
A 20171204;OPT01 - OPTIMA CONCEPT;29/12/2017;-500;-600;0;;0;0;0;-600;Non;0;0
A 20171206;ECO01 - ECONOCOM;29/12/2017;-1500;-1800;0;;0;0;0;-1800;Non;0;0
F 20171207;ECO01 - ECONOCOM;29/12/2017;1500;1800;0;;0;0;0;1800;Non;0;0
F 20171205;OPT01 - OPTIMA CONCEPT;31/12/2017;3400;4080;0;;0;0;0;4080;Non;0;0
F 20171208;PROV01 - LA PROVENCALE SA;31/12/2017;800;960;0;;0;0;0;960;Non;0;0
F 20171209;IN4001 - INQUARTO Consulting;31/12/2017;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
F 20171210;ALLIAN01 - ALLIANTZ;31/12/2017;960;1152;0;;0;0;0;1152;Non;0;0
F 20171211;ARTI01 - ART INFORMATIQUE;31/12/2017;500;600;0;;0;0;0;600;Non;0;0
F 20171212;ESSEN01 - ESSENTIEL SERVICES;31/12/2017;1600;1920;0;;0;0;0;1920;Non;0;0
F 20171213;ESSEN01 - ESSENTIEL SERVICES;31/12/2017;800;960;0;;0;0;0;960;Non;0;0
F 20171214;LAA01 - LES AUTOMATISMES APPLIQUES;31/12/2017;3440;4128;0;;0;0;0;4128;Non;0;0
F 20171215;LEO01 - LEONARD ARCHITECTURE;31/12/2017;262,5;315;0;;0;315;0;0;Non;0;0
F 20180101;ANO01 - ANONE;16/01/2018;4990;5988;0;;0;0;0;5988;Non;0;0
A 20180102;ANO01 - ANONE;26/01/2018;-4990;-5988;0;;0;0;0;-5988;Non;0;0
F 20180103;ANO01 - ANONE;26/01/2018;5090;6108;0;;0;6108;0;0;Non;0;0
F 20180104;SEXT01 - SEXTANT CONSULTING;31/01/2018;900;1080;0;;0;1080;0;0;Non;0;0
F 20180105;IN4001 - INQUARTO Consulting;31/01/2018;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20180106;PROV01 - LA PROVENCALE SA;31/01/2018;400;480;0;;0;480;0;0;Non;0;0
F 20180107;LAA01 - LES AUTOMATISMES APPLIQUES;31/01/2018;1000;1200;0;;0;0;0;1200;Non;0;0
F 20180108;OPT01 - OPTIMA CONCEPT;31/01/2018;500;600;0;;0;600;0;0;Non;0;0
F 20180109;LEO01 - LEONARD ARCHITECTURE;31/01/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20180202;PROV01 - LA PROVENCALE SA;05/02/2018;1400;1680;0;;0;1680;0;0;Non;0;0
F 20180204;PROV01 - LA PROVENCALE SA;15/02/2018;1305;1566;0;;0;1566;0;0;Non;0;0
F 20180201;IN4001 - INQUARTO Consulting;28/02/2018;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20180203;PROV01 - LA PROVENCALE SA;28/02/2018;400;480;0;;0;480;0;0;Non;0;0
F 20180205;ALLIAN01 - ALLIANTZ;28/02/2018;960;1152;0;;0;1152;0;0;Non;0;0
F 20180206;OPT01 - OPTIMA CONCEPT;28/02/2018;660;792;0;;0;792;0;0;Non;0;0
F 20180207;ARTI01 - ART INFORMATIQUE;28/02/2018;960;1152;0;;0;1152;0;0;Non;0;0
F 20180208;LEO01 - LEONARD ARCHITECTURE;28/02/2018;262,5;315;0;;0;315;0;0;Non;0;0
A 20180301;LAA01 - LES AUTOMATISMES APPLIQUES;22/03/2018;-480;-576;0;;0;0;0;-576;Non;0;0
A 20180302;LAA01 - LES AUTOMATISMES APPLIQUES;22/03/2018;-3440;-4128;0;;0;0;0;-4128;Non;0;0
A 20180303;LAA01 - LES AUTOMATISMES APPLIQUES;22/03/2018;-1000;-1200;0;;0;0;0;-1200;Non;0;0
F 20180304;LAA01 - LES AUTOMATISMES APPLIQUES;22/03/2018;480;576;0;;0;576;0;0;Non;0;0
F 20180305;LAA01 - LES AUTOMATISMES APPLIQUES;22/03/2018;3440;4128;0;;0;4128;0;0;Non;0;0
F 20180306;LAA01 - LES AUTOMATISMES APPLIQUES;22/03/2018;1000;1200;0;;0;1200;0;0;Non;0;0
F 20180307;LAAUK01 - LES AUTOMATISMES APPLIQUES-UK;22/03/2018;500;500;0;;0;500;0;0;Non;0;0
F 20180308;AIX01 - AIXAGON;31/03/2018;9800;11760;0;;0;11760;0;0;Non;0;0
F 20180309;IN4001 - INQUARTO Consulting;31/03/2018;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20180310;LEO01 - LEONARD ARCHITECTURE;31/03/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20180311;OPT01 - OPTIMA CONCEPT;31/03/2018;500;600;0;;0;600;0;0;Non;0;0
F 20180312;PROV01 - LA PROVENCALE SA;31/03/2018;400;480;0;;0;480;0;0;Non;0;0
F 20180313;ALLIAN01 - ALLIANTZ;31/03/2018;960;1152;0;;0;1152;0;0;Non;0;0
F 20180314;TOUZ01 - GARAGE TOUZEAU;31/03/2018;180;216;0;;0;216;0;0;Non;0;0
F 20180315;LEO01 - LEONARD ARCHITECTURE;31/03/2018;900;1080;0;;0;1080;0;0;Non;0;0
F 20180316;LAA01 - LES AUTOMATISMES APPLIQUES;31/03/2018;750;900;0;;0;900;0;0;Non;0;0
F 20180401;PROV01 - LA PROVENCALE SA;20/04/2018;5500;6600;0;;0;0;0;6600;Non;0;0
A 20180402;PROV01 - LA PROVENCALE SA;20/04/2018;-5500;-6600;0;;0;0;0;-6600;Non;0;0
F 20180502;ESSEN01 - ESSENTIEL SERVICES;30/04/2018;180;216;0;;0;216;0;0;Non;0;0
F 20180403;IN4001 - INQUARTO Consulting;30/04/2018;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20180404;OPT01 - OPTIMA CONCEPT;30/04/2018;500;600;0;;0;600;0;0;Non;0;0
F 20180405;PROV01 - LA PROVENCALE SA;30/04/2018;400;480;0;;0;480;0;0;Non;0;0
F 20180406;LEO01 - LEONARD ARCHITECTURE;30/04/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20180501;PROV01 - LA PROVENCALE SA;02/05/2018;4740;5688;0;;0;5688;0;0;Non;0;0
F 20180504;IN4001 - INQUARTO Consulting;30/05/2018;1469,3;1763,16;0;;0;1763,16;0;0;Non;0;0
F 20180505;OPT01 - OPTIMA CONCEPT;30/05/2018;500;600;0;;0;0;0;600;Non;0;0
F 20180503;ESSEN01 - ESSENTIEL SERVICES;31/05/2018;180;216;0;;0;216;0;0;Non;0;0
F 20180506;PROV01 - LA PROVENCALE SA;31/05/2018;400;480;0;;0;480;0;0;Non;0;0
F 20180507;LEO01 - LEONARD ARCHITECTURE;31/05/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20180508;ALLIAN01 - ALLIANTZ;31/05/2018;480;576;0;;0;576;0;0;Non;0;0
F 20180509;ARTI01 - ART INFORMATIQUE;31/05/2018;640;768;0;;0;0;0;768;Non;0;0
F 20180601;ESSEN01 - ESSENTIEL SERVICES;29/06/2018;180;216;0;;0;216;0;0;Non;0;0
F 20180602;IN4001 - INQUARTO Consulting;30/06/2018;1469,3;1763,16;0;;0;0;0;1763,16;Non;0;0
F 20180603;OPT01 - OPTIMA CONCEPT;30/06/2018;500;600;0;;0;0;0;600;Non;0;0
F 20180604;PROV01 - LA PROVENCALE SA;30/06/2018;400;480;0;;0;0;0;480;Non;0;0
F 20180605;LEO01 - LEONARD ARCHITECTURE;30/06/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20180606;ARTI01 - ART INFORMATIQUE;30/06/2018;640;768;0;;0;0;0;768;Non;0;0
A 20180607;IN4001 - INQUARTO Consulting;30/06/2018;-1469,3;-1763,16;0;;0;0;0;-1763,16;Non;0;0
