Numéro;Client;Date;Total HT;Total TTC;Acompte TTC;TTC origine;Mt acompte;MT Réglé;MT Perte;Reste dû;Comptabilisée;Acompte HT;TVA / Acompte
F 20250401;PROV01 - PROVENCALE SA;01/04/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250402;PHAR01 - PHARMABEST;01/04/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250403;GEN01 - EURL GENLOG;01/04/2025;100;120;0;;0;0;0;120;Non;0;0
F 20250404;BUQ01 - BUQUET SAS;01/04/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250405;LAA01 - LES AUTOMATISMES APPLIQUES;01/04/2025;1400;1680;0;;0;1680;0;0;Non;0;0
F 20250406;SEXT01 - SEXTANT CONSULTING;01/04/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250407;QUAD01 - QUADRIMEX;01/04/2025;240;288;0;;0;0;0;288;Non;0;0
F 20250408;BELF01 - SAS HOLDING BELFONTE;01/04/2025;751,6;901,92;0;;0;0;0;901,92;Non;0;0
F 20250501;PROV01 - PROVENCALE SA;01/05/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250502;PHAR01 - PHARMABEST;01/05/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250503;GEN01 - EURL GENLOG;01/05/2025;100;120;0;;0;0;0;120;Non;0;0
F 20250505;LAA01 - LES AUTOMATISMES APPLIQUES;01/05/2025;1400;1680;0;;0;1680;0;0;Non;0;0
F 20250506;SEXT01 - SEXTANT CONSULTING;01/05/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250507;QUAD01 - QUADRIMEX;01/05/2025;250;300;0;;0;0;0;300;Non;0;0
F 20250518;BUQ01 - BUQUET SAS;01/05/2025;3500;4200;0;;0;0;0;4200;Non;0;0
F 20250520;LAA01 - LES AUTOMATISMES APPLIQUES;01/05/2025;1650;1980;0;;0;1980;0;0;Non;0;0
A 20250522;LAA01 - LES AUTOMATISMES APPLIQUES;01/05/2025;-1600;-1920;0;;0;0;0;-1920;Non;0;0
F 20250525;SEXT01 - SEXTANT CONSULTING;01/05/2025;1200;1440;0;;0;0;0;1440;Non;0;0
F 20250504;BUQ01 - BUQUET SAS;03/05/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250517;PROV01 - PROVENCALE SA;06/05/2025;4200;5040;0;;0;0;0;5040;Non;0;0
F 20250519;BUQ01 - BUQUET SAS;07/05/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250508;AIX01 - AIXAGON;22/05/2025;700;840;0;;0;0;0;840;Non;0;0
A 20250509;AIX01 - AIXAGON;22/05/2025;-1050;-1260;0;;0;0;0;-1260;Non;0;0
F 20250510;AIX01 - AIXAGON;22/05/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250511;AIX01 - AIXAGON;22/05/2025;350;420;0;;0;0;0;420;Non;0;0
F 20250512;AIX01 - AIXAGON;22/05/2025;2800;3360;0;;0;0;0;3360;Non;0;0
F 20250513;AIX01 - AIXAGON;22/05/2025;1050;1260;0;;0;0;0;1260;Non;0;0
F 20250514;AIX01 - AIXAGON;23/05/2025;350;420;0;;0;0;0;420;Non;0;0
F 20250515;AIX01 - AIXAGON;23/05/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250516;1AIR01 - UN AIR D'ICI;24/05/2025;450;540;0;;0;0;0;540;Non;0;0
F 20250523;LAA01 - LES AUTOMATISMES APPLIQUES;24/05/2025;1600;1920;0;;0;1920;0;0;Non;0;0
A 20250526;LAAM01 - LAA Maroc;24/05/2025;-200;-200;0;;0;0;0;-200;Non;0;0
F 20250527;LAAM01 - LAA Maroc;24/05/2025;550;550;0;;0;0;0;550;Non;0;0
F 20250528;AIX01 - AIXAGON;26/05/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250529;AIX01 - AIXAGON;30/05/2025;1300;1560;0;;0;0;0;1560;Non;0;0
F 20250530;BUQ01 - BUQUET SAS;30/05/2025;2150;2580;0;;0;0;0;2580;Non;0;0
F 20250521;LAA01 - LES AUTOMATISMES APPLIQUES;31/05/2025;1200;1440;0;;0;1440;0;0;Non;0;0
F 20250524;LAA01 - LES AUTOMATISMES APPLIQUES;31/05/2025;5600;6720;0;;0;6720;0;0;Non;0;0
F 20250601;PROV01 - PROVENCALE SA;01/06/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250602;PHAR01 - PHARMABEST;01/06/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250603;GEN01 - EURL GENLOG;01/06/2025;100;120;0;;0;0;0;120;Non;0;0
F 20250604;BUQ01 - BUQUET SAS;01/06/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250605;LAA01 - LES AUTOMATISMES APPLIQUES;01/06/2025;1400;1680;0;;0;0;0;1680;Non;0;0
F 20250606;SEXT01 - SEXTANT CONSULTING;01/06/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250607;QUAD01 - QUADRIMEX;01/06/2025;250;300;0;;0;0;0;300;Non;0;0
F 20250608;BUQ01 - BUQUET SAS;13/06/2025;3500;4200;0;;0;0;0;4200;Non;0;0
F 20250609;BUQ01 - BUQUET SAS;13/06/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250610;AIX01 - AIXAGON;30/06/2025;800;960;0;;0;0;0;960;Non;0;0
F 20250611;AIX01 - AIXAGON;30/06/2025;350;420;0;;0;0;0;420;Non;0;0
F 20250612;AIX01 - AIXAGON;30/06/2025;175;210;0;;0;0;0;210;Non;0;0
F 20250613;AIX01 - AIXAGON;30/06/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250614;AIX01 - AIXAGON;30/06/2025;350;420;0;;0;0;0;420;Non;0;0
A 20250615;AIX01 - AIXAGON;30/06/2025;-350;-420;0;;0;0;0;-420;Non;0;0
F 20250616;AIX01 - AIXAGON;30/06/2025;400;480;0;;0;0;0;480;Non;0;0
A 20250617;PROV01 - PROVENCALE SA;30/06/2025;-400;-480;0;;0;0;0;-480;Non;0;0
A 20250618;PHAR01 - PHARMABEST;30/06/2025;-500;-600;0;;0;0;0;-600;Non;0;0
A 20250619;GEN01 - EURL GENLOG;30/06/2025;-100;-120;0;;0;0;0;-120;Non;0;0
A 20250620;LAA01 - LES AUTOMATISMES APPLIQUES;30/06/2025;-1400;-1680;0;;0;0;0;-1680;Non;0;0
A 20250621;SEXT01 - SEXTANT CONSULTING;30/06/2025;-400;-480;0;;0;0;0;-480;Non;0;0
F 20250701;PROV01 - PROVENCALE SA;01/07/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250702;PROV01 - PROVENCALE SA;01/07/2025;2180;2616;0;;0;0;0;2616;Non;0;0
A 20250703;PROV01 - PROVENCALE SA;01/07/2025;-2180;-2616;0;;0;0;0;-2616;Non;0;0
F 20250704;PROV01 - PROVENCALE SA;01/07/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250705;PHAR01 - PHARMABEST;01/07/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250706;PHAR01 - PHARMABEST;01/07/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250707;GEN01 - EURL GENLOG;01/07/2025;100;120;0;;0;0;0;120;Non;0;0
F 20250708;GEN01 - EURL GENLOG;01/07/2025;100;120;0;;0;0;0;120;Non;0;0
F 20250709;BUQ01 - BUQUET SAS;01/07/2025;500;600;0;;0;0;0;600;Non;0;0
F 20250710;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;1400;1680;0;;0;0;0;1680;Non;0;0
F 20250711;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;500;600;0;;0;0;0;600;Non;0;0
A 20250712;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;-500;-600;0;;0;0;0;-600;Non;0;0
F 20250713;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;1400;1680;0;;0;0;0;1680;Non;0;0
F 20250714;SEXT01 - SEXTANT CONSULTING;01/07/2025;400;480;0;;0;0;0;480;Non;0;0
F 20250715;SEXT01 - SEXTANT CONSULTING;01/07/2025;400;480;0;;0;0;0;480;Non;0;0
A 20250716;QUAD01 - QUADRIMEX;01/07/2025;-250;-300;0;;0;0;0;-300;Non;0;0
F 20250717;QUAD01 - QUADRIMEX;01/07/2025;250;300;0;;0;0;0;300;Non;0;0
F 20250718;QUAD01 - QUADRIMEX;01/07/2025;250;300;0;;0;0;0;300;Non;0;0
F 20250719;BELF01 - SAS HOLDING BELFONTE;01/07/2025;751,6;901,92;0;;0;0;0;901,92;Non;0;0
F 20250720;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;5600;6720;0;;0;0;0;6720;Non;0;0
F 20250721;SEXT01 - SEXTANT CONSULTING;01/07/2025;2000;2400;0;;0;0;0;2400;Non;0;0
F 20250722;1AIR01 - UN AIR D'ICI;01/07/2025;900;1080;0;;0;0;0;1080;Non;0;0
F 20250723;1AIR01 - UN AIR D'ICI;01/07/2025;900;1080;0;;0;0;0;1080;Non;0;0
A 20250724;1AIR01 - UN AIR D'ICI;01/07/2025;-900;-1080;0;;0;0;0;-1080;Non;0;0
F 20250725;1AIR01 - UN AIR D'ICI;01/07/2025;900;1080;0;;0;0;0;1080;Non;0;0
F 20250726;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;1650;1980;0;;0;0;0;1980;Non;0;0
F 20250727;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;800;960;0;;0;0;0;960;Non;0;0
F 20250729;1AIR01 - UN AIR D'ICI;01/07/2025;450;540;0;;0;0;0;540;Non;0;0
F 20250731;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;1800;2160;0;;0;0;0;2160;Non;0;0
A 20250732;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;-250;-300;0;;0;0;0;-300;Non;0;0
F 20250733;LAA01 - LES AUTOMATISMES APPLIQUES;01/07/2025;1800;2160;0;;0;0;0;2160;Non;0;0
F 20250738;PETRAS01 - PETRAS SAS;01/07/2025;600;720;0;;0;0;0;720;Non;0;0
F 20250739;PHAR01 - PHARMABEST;01/07/2025;770;924;0;;0;0;0;924;Non;0;0
F 20250740;PHAR01 - PHARMABEST;01/07/2025;990;1188;0;;0;0;0;1188;Non;0;0
F 20250741;PHAR01 - PHARMABEST;01/07/2025;935;1122;0;;0;0;0;1122;Non;0;0
F 20250742;PHAR01 - PHARMABEST;01/07/2025;880;1056;0;;0;0;0;1056;Non;0;0
F 20250743;PHAR01 - PHARMABEST;01/07/2025;1045;1254;0;;0;0;0;1254;Non;0;0
F 20250728;PROV01 - PROVENCALE SA;11/07/2025;3150;3780;0;;0;0;0;3780;Non;0;0
A 20250730;SEXT01 - SEXTANT CONSULTING;11/07/2025;-2000;-2400;0;;0;0;0;-2400;Non;0;0
F 20250734;AXI01 - AXION Informatique;14/07/2025;700;840;0;;0;0;0;840;Non;0;0
F 20250735;ARTI01 - ART INFORMATIQUE;14/07/2025;200;240;0;;0;0;0;240;Non;0;0
F 20250736;FAR01 - S.A.S. FARBOS;14/07/2025;150;180;0;;0;0;0;180;Non;0;0
F 20250737;LEF01 - SELAS MARIE-JOSE LEFEBVRE;14/07/2025;360;432;0;;0;0;0;432;Non;0;0
F 20250744;TOUZ01 - GARAGE TOUZEAU;14/07/2025;150;180;0;;0;0;0;180;Non;0;0
F 20250745;BUQ01 - BUQUET SAS;16/07/2025;3750;4500;0;;0;0;0;4500;Non;0;0
F 20250746;LAA01 - LES AUTOMATISMES APPLIQUES;31/07/2025;5600;6720;0;;0;0;0;6720;Non;0;0
F 20250747;PHAR01 - PHARMABEST;31/07/2025;770;924;0;;0;0;0;924;Non;0;0
